"","customer_id","cont_subs","sex","counties","series_hour","movie_hour","age","watch_medium","household","gift","income","cont_watch","dear_john","genre","facebook_lean","diehard"
"3028","cust3028","Yes","Male","Trinity",4,12,20,"Mobile","Couple","Yes",5400,0,3,"Documentary","Left","No"
"3029","cust3029","Yes","Male","Monterey",11,9,32,"Smart TV","Family","Yes",4500,1,3,"Documentary","Left","Yes"
"3030","cust3030","No","Female","Los Angeles",2,8,25,"Desktop","Couple","No",6400,0,5,"Comedy","Right","No"
"3031","cust3031","Yes","Male","Santa Barbara",14,10,35,"Mobile","Couple","No",6300,0,3,"Drama","Center","No"
"3032","cust3032","No","Female","Monterey",14,9,26,"Mobile","Couple","No",4100,1,5,"Horror","Left","No"
"3033","cust3033","Yes","Male","Los Angeles",13,11,26,"Desktop","Family","No",6300,0,4,"Horror","Center","No"
"3034","cust3034","No","Female","Los Angeles",9,12,28,"Mobile","Single","Yes",6300,0,5,"Horror","Center","No"
"3035","cust3035","No","Female","Trinity",1,3,32,"Desktop","Shared Subs","Yes",5700,0,5,"Horror","Center","No"
"3036","cust3036","Yes","Female","Sonoma",17,13,31,"Mobile","Family","Yes",3100,4,4,"Comedy","Left","No"
"3037","cust3037","Yes","Male","Sonoma",6,19,19,"Smart TV","Shared Subs","Yes",2700,4,2,"Drama","Left","No"
"3038","cust3038","Yes","Male","Monterey",0,15,24,"Desktop","Single","Yes",4200,1,5,"Documentary","Left","No"
"3039","cust3039","No","Male","Los Angeles",11,2,35,"Mobile","Family","Yes",6100,0,3,"Comedy","Center","Yes"
"3040","cust3040","Yes","Female","Los Angeles",18,7,36,"Mobile","Single","Yes",6500,0,3,"Comedy","Center","Yes"
"3041","cust3041","Yes","Female","Monterey",8,19,34,"Desktop","Couple","Yes",4500,1,5,"Comedy","Left","No"
"3042","cust3042","No","Male","San Fransisco",1,10,29,"Smart TV","Single","Yes",6600,0,1,"Comedy","Right","No"
"3043","cust3043","No","Male","Kings",9,2,28,"Smart TV","Family","Yes",4600,0,4,"Comedy","Left","No"
"3044","cust3044","Yes","Male","Santa Barbara",20,19,23,"Mobile","Family","Yes",5800,0,1,"Documentary","Center","No"
"3045","cust3045","No","Female","Monterey",0,14,24,"Mobile","Family","Yes",3800,2,4,"Horror","Left","No"
"3046","cust3046","Yes","Male","Los Angeles",5,11,32,"Smart TV","Single","No",6500,0,1,"Drama","Right","No"
"3047","cust3047","No","Female","Napa",5,13,33,"Smart TV","Single","No",6300,0,5,"Horror","Center","No"
"3048","cust3048","No","Female","Los Angeles",12,11,26,"Desktop","Couple","No",5900,0,5,"Horror","Left","No"
"3049","cust3049","No","Female","Sonoma",2,9,31,"Desktop","Single","Yes",3100,3,5,"Comedy","Left","No"
"3050","cust3050","Yes","Male","Kings",12,4,24,"Smart TV","Couple","Yes",4800,0,3,"Documentary","Center","Yes"
"3051","cust3051","No","Female","Monterey",3,9,22,"Desktop","Single","Yes",4100,1,5,"Comedy","Left","No"
"3052","cust3052","Yes","Female","Trinity",10,17,29,"Mobile","Couple","No",5600,0,5,"Comedy","Left","No"
"3053","cust3053","Yes","Male","Santa Barbara",9,11,31,"Desktop","Couple","No",5900,0,5,"Documentary","Left","Yes"
"3054","cust3054","Yes","Male","Sonoma",12,19,30,"Smart TV","Family","No",3200,4,2,"Documentary","Left","Yes"
"3055","cust3055","Yes","Male","Sonoma",8,4,24,"Smart TV","Single","Yes",3100,6,3,"Documentary","Left","No"
"3056","cust3056","Yes","Female","San Diego",15,9,32,"Smart TV","Couple","No",6000,0,5,"Documentary","Left","Yes"
"3057","cust3057","Yes","Female","San Diego",18,13,20,"Smart TV","Couple","Yes",5700,0,2,"Comedy","Left","No"
"3058","cust3058","Yes","Female","Santa Barbara",16,16,36,"Smart TV","Couple","Yes",6400,0,5,"Documentary","Right","Yes"
"3059","cust3059","Yes","Male","Kings",16,3,20,"Mobile","Couple","No",4600,1,2,"Documentary","Center","No"
"3060","cust3060","Yes","Female","Trinity",17,2,24,"Mobile","Couple","No",5400,0,3,"Drama","Center","No"
"3061","cust3061","Yes","Male","Kings",15,6,33,"Desktop","Shared Subs","No",4700,1,5,"Documentary","Left","Yes"
"3062","cust3062","Yes","Male","Sonoma",19,15,28,"Smart TV","Family","Yes",3300,3,4,"Action","Left","Yes"
"3063","cust3063","Yes","Female","Trinity",7,8,35,"Desktop","Shared Subs","No",5600,0,5,"Documentary","Left","Yes"
"3064","cust3064","Yes","Male","Trinity",3,8,18,"Mobile","Single","Yes",5400,0,2,"Documentary","Left","No"
"3065","cust3065","Yes","Male","Los Angeles",18,8,20,"Mobile","Single","Yes",6200,0,3,"Comedy","Left","No"
"3066","cust3066","Yes","Female","Los Angeles",7,9,32,"Mobile","Shared Subs","No",6500,0,5,"Drama","Right","No"
"3067","cust3067","Yes","Male","Kings",1,2,29,"Desktop","Family","No",4900,0,3,"Documentary","Left","Yes"
"3068","cust3068","Yes","Female","Napa",5,3,35,"Desktop","Couple","No",6800,0,3,"Documentary","Center","Yes"
"3069","cust3069","No","Male","Santa Barbara",2,16,21,"Desktop","Couple","No",6000,0,2,"Comedy","Center","No"
"3070","cust3070","Yes","Male","Kings",14,9,34,"Mobile","Couple","Yes",5000,0,4,"Documentary","Left","Yes"
"3071","cust3071","Yes","Male","Napa",6,19,18,"Mobile","Shared Subs","Yes",5900,0,1,"Documentary","Left","No"
"3072","cust3072","No","Female","Monterey",9,7,31,"Mobile","Couple","Yes",3900,2,3,"Horror","Left","No"
"3073","cust3073","No","Female","Ventura",6,6,29,"Mobile","Family","No",5100,0,5,"Horror","Left","No"
"3074","cust3074","Yes","Female","Sonoma",14,17,32,"Smart TV","Shared Subs","Yes",3400,2,5,"Documentary","Left","Yes"
"3075","cust3075","Yes","Female","Ventura",19,6,31,"Desktop","Couple","Yes",5500,0,5,"Drama","Left","No"
"3076","cust3076","No","Female","Trinity",0,1,25,"Smart TV","Family","No",5300,0,5,"Comedy","Left","No"
"3077","cust3077","Yes","Male","Santa Barbara",19,11,22,"Mobile","Single","Yes",6000,0,3,"Drama","Left","No"
"3078","cust3078","Yes","Female","Monterey",4,18,26,"Mobile","Couple","Yes",4100,1,3,"Drama","Left","No"
"3079","cust3079","Yes","Female","Kings",16,17,28,"Mobile","Couple","Yes",4900,1,3,"Drama","Center","No"
"3080","cust3080","Yes","Male","Trinity",13,17,28,"Mobile","Family","Yes",5600,0,3,"Action","Left","Yes"
"3081","cust3081","No","Female","Monterey",0,0,23,"Desktop","Single","No",3800,2,3,"Horror","Left","No"
"3082","cust3082","Yes","Female","Kings",14,18,34,"Smart TV","Single","Yes",5000,0,5,"Documentary","Center","Yes"
"3083","cust3083","Yes","Male","San Fransisco",12,19,23,"Mobile","Single","Yes",6100,0,4,"Horror","Center","No"
"3084","cust3084","Yes","Female","Los Angeles",11,9,32,"Smart TV","Couple","No",6400,0,5,"Drama","Center","No"
"3085","cust3085","Yes","Male","Monterey",3,10,27,"Smart TV","Couple","No",4200,1,4,"Documentary","Left","Yes"
"3086","cust3086","Yes","Female","Ventura",19,6,32,"Desktop","Couple","Yes",5300,0,3,"Horror","Left","No"
"3087","cust3087","Yes","Male","Sonoma",15,10,32,"Mobile","Single","Yes",3000,3,3,"Documentary","Left","Yes"
"3088","cust3088","Yes","Male","Kings",2,16,29,"Desktop","Single","Yes",4900,0,4,"Documentary","Left","Yes"
"3089","cust3089","Yes","Male","Los Angeles",0,17,27,"Desktop","Shared Subs","Yes",6300,0,3,"Documentary","Center","Yes"
"3090","cust3090","No","Female","Ventura",4,2,20,"Mobile","Single","No",4800,0,5,"Horror","Left","No"
"3091","cust3091","Yes","Male","Sonoma",1,8,35,"Mobile","Shared Subs","Yes",3300,5,5,"Action","Left","Yes"
"3092","cust3092","Yes","Female","Ventura",4,13,29,"Mobile","Family","Yes",4900,0,5,"Drama","Left","No"
"3093","cust3093","Yes","Female","Napa",18,5,21,"Mobile","Family","No",6200,0,4,"Drama","Left","No"
"3094","cust3094","Yes","Female","Sonoma",13,5,29,"Mobile","Family","No",2900,9,3,"Documentary","Left","Yes"
"3095","cust3095","Yes","Male","Los Angeles",4,16,30,"Mobile","Shared Subs","No",6400,0,3,"Action","Center","Yes"
"3096","cust3096","No","Male","Monterey",9,18,25,"Desktop","Family","No",4300,1,3,"Horror","Left","No"
"3097","cust3097","Yes","Female","Sonoma",7,17,31,"Desktop","Couple","Yes",3400,3,5,"Drama","Left","No"
"3098","cust3098","Yes","Male","Napa",13,7,32,"Desktop","Single","No",6400,0,3,"Action","Center","Yes"
"3099","cust3099","Yes","Male","Napa",0,12,25,"Mobile","Shared Subs","No",6500,0,3,"Documentary","Right","No"
"3100","cust3100","Yes","Female","Trinity",9,16,39,"Mobile","Couple","No",5700,0,5,"Documentary","Center","Yes"
"3101","cust3101","No","Female","Monterey",2,13,27,"Mobile","Family","Yes",4300,0,2,"Comedy","Left","No"
"3102","cust3102","Yes","Female","Napa",18,2,23,"Smart TV","Couple","Yes",6200,0,5,"Horror","Center","No"
"3103","cust3103","No","Female","Sonoma",10,6,24,"Mobile","Family","Yes",2800,7,3,"Comedy","Left","No"
"3104","cust3104","No","Female","Monterey",9,15,24,"Mobile","Single","Yes",4100,1,2,"Comedy","Left","No"
"3105","cust3105","Yes","Male","Sonoma",9,5,36,"Mobile","Family","Yes",3200,5,1,"Documentary","Left","Yes"
"3106","cust3106","Yes","Male","Kings",2,14,23,"Mobile","Family","Yes",4600,0,3,"Documentary","Left","No"
"3107","cust3107","Yes","Female","San Diego",8,13,36,"Desktop","Couple","Yes",5700,0,3,"Documentary","Left","Yes"
"3108","cust3108","Yes","Female","Santa Barbara",7,9,23,"Mobile","Couple","Yes",6000,0,2,"Drama","Center","No"
"3109","cust3109","Yes","Male","Napa",7,2,26,"Smart TV","Couple","Yes",6400,0,3,"Documentary","Center","Yes"
"3110","cust3110","Yes","Female","Monterey",13,17,31,"Desktop","Family","No",4400,1,5,"Horror","Left","No"
"3111","cust3111","Yes","Male","Trinity",16,8,26,"Mobile","Shared Subs","No",5300,0,2,"Documentary","Left","No"
"3112","cust3112","Yes","Male","Napa",10,8,32,"Mobile","Couple","No",6700,0,3,"Action","Center","Yes"
"3113","cust3113","Yes","Male","Sonoma",14,1,35,"Smart TV","Single","Yes",3400,4,3,"Documentary","Left","Yes"
"3114","cust3114","No","Female","Sonoma",15,6,31,"Mobile","Family","No",3100,4,5,"Horror","Left","No"
"3115","cust3115","No","Female","Napa",3,7,33,"Desktop","Shared Subs","Yes",6700,0,5,"Horror","Center","No"
"3116","cust3116","Yes","Male","Los Angeles",15,16,30,"Desktop","Single","No",6100,0,5,"Action","Right","Yes"
"3117","cust3117","Yes","Female","Santa Barbara",8,16,28,"Mobile","Couple","No",6000,0,5,"Horror","Center","No"
"3118","cust3118","Yes","Male","Santa Barbara",4,0,25,"Desktop","Couple","Yes",6000,0,3,"Drama","Center","No"
"3119","cust3119","Yes","Male","Los Angeles",18,6,33,"Desktop","Couple","Yes",6200,0,5,"Documentary","Center","Yes"
"3120","cust3120","Yes","Male","Santa Barbara",4,5,36,"Smart TV","Family","Yes",6300,0,3,"Documentary","Center","Yes"
"3121","cust3121","No","Female","Kings",12,9,22,"Mobile","Family","Yes",4800,0,5,"Horror","Left","No"
"3122","cust3122","Yes","Male","Ventura",5,3,27,"Mobile","Couple","Yes",5100,0,3,"Drama","Center","No"
"3123","cust3123","Yes","Male","Monterey",5,19,24,"Desktop","Couple","No",4000,1,3,"Documentary","Left","Yes"
"3124","cust3124","Yes","Male","Monterey",20,1,23,"Desktop","Single","Yes",4100,1,5,"Drama","Left","No"
"3125","cust3125","Yes","Female","San Diego",15,3,40,"Mobile","Single","Yes",6000,0,5,"Horror","Left","No"
"3126","cust3126","No","Female","Los Angeles",6,15,25,"Mobile","Single","Yes",6000,0,2,"Horror","Left","No"
"3127","cust3127","Yes","Female","Sonoma",9,16,23,"Mobile","Family","Yes",3000,6,5,"Horror","Left","No"
"3128","cust3128","No","Female","Sonoma",3,12,33,"Desktop","Couple","No",3500,4,5,"Comedy","Left","No"
"3129","cust3129","No","Female","Sonoma",5,2,26,"Mobile","Family","Yes",2800,4,1,"Horror","Left","No"
"3130","cust3130","Yes","Male","Napa",16,20,30,"Desktop","Couple","Yes",6200,0,3,"Horror","Right","No"
"3131","cust3131","No","Female","Napa",6,18,21,"Mobile","Shared Subs","No",6300,0,3,"Horror","Center","No"
"3132","cust3132","Yes","Male","Trinity",4,3,26,"Mobile","Family","Yes",5300,0,3,"Documentary","Left","Yes"
"3133","cust3133","No","Female","Monterey",3,17,25,"Smart TV","Couple","Yes",4000,1,5,"Horror","Left","No"
"3134","cust3134","Yes","Female","Sonoma",12,1,28,"Mobile","Couple","No",3200,4,4,"Drama","Left","No"
"3135","cust3135","No","Female","Kings",16,8,24,"Desktop","Family","Yes",4800,0,5,"Horror","Center","No"
"3136","cust3136","No","Female","Santa Barbara",4,8,29,"Desktop","Couple","No",6100,0,4,"Horror","Left","No"
"3137","cust3137","Yes","Male","Napa",13,3,18,"Desktop","Shared Subs","No",5800,0,3,"Documentary","Left","No"
"3138","cust3138","Yes","Male","Santa Barbara",2,5,32,"Mobile","Shared Subs","Yes",6000,0,4,"Drama","Left","No"
"3139","cust3139","Yes","Female","Kings",17,11,28,"Desktop","Shared Subs","No",4900,0,5,"Drama","Left","No"
"3140","cust3140","Yes","Male","Monterey",2,17,38,"Mobile","Shared Subs","Yes",4500,0,2,"Action","Left","Yes"
"3141","cust3141","No","Male","Napa",5,14,19,"Mobile","Single","Yes",5800,0,2,"Horror","Left","No"
"3142","cust3142","Yes","Female","Trinity",15,17,33,"Smart TV","Family","Yes",5500,0,1,"Horror","Left","No"
"3143","cust3143","No","Male","Kings",10,9,23,"Desktop","Family","No",4500,0,3,"Horror","Center","No"
"3144","cust3144","No","Male","Kings",6,5,28,"Mobile","Shared Subs","Yes",4500,1,4,"Comedy","Left","No"
"3145","cust3145","Yes","Male","Napa",13,2,23,"Mobile","Family","Yes",6500,0,2,"Documentary","Right","No"
"3146","cust3146","No","Female","Santa Barbara",0,17,27,"Mobile","Family","No",6200,0,5,"Comedy","Left","No"
"3147","cust3147","No","Female","Los Angeles",2,16,27,"Mobile","Couple","Yes",5900,0,5,"Horror","Left","No"
"3148","cust3148","Yes","Male","Monterey",2,7,23,"Desktop","Family","Yes",3700,2,3,"Documentary","Left","No"
"3149","cust3149","Yes","Female","Santa Barbara",3,16,21,"Mobile","Couple","Yes",5900,0,5,"Drama","Left","No"
"3150","cust3150","Yes","Male","Los Angeles",6,15,23,"Mobile","Couple","Yes",6100,0,4,"Documentary","Center","No"
"3151","cust3151","Yes","Male","Los Angeles",17,16,27,"Mobile","Shared Subs","No",6200,0,2,"Drama","Center","No"
"3152","cust3152","Yes","Female","Napa",11,15,27,"Mobile","Family","Yes",6400,0,5,"Horror","Right","No"
"3153","cust3153","Yes","Male","Los Angeles",7,18,27,"Mobile","Single","Yes",6100,0,4,"Drama","Center","No"
"3154","cust3154","No","Male","Kings",6,8,34,"Mobile","Couple","Yes",4900,0,4,"Horror","Left","No"
"3155","cust3155","No","Female","Monterey",14,4,34,"Mobile","Couple","Yes",4500,1,5,"Comedy","Left","Yes"
"3156","cust3156","Yes","Male","Kings",9,10,38,"Desktop","Couple","Yes",4900,0,3,"Documentary","Center","Yes"
"3157","cust3157","Yes","Male","Los Angeles",1,10,29,"Desktop","Family","No",5900,0,3,"Documentary","Left","Yes"
"3158","cust3158","Yes","Male","Monterey",17,16,23,"Smart TV","Couple","No",3900,2,3,"Horror","Left","No"
"3159","cust3159","Yes","Male","Trinity",9,10,34,"Mobile","Family","No",5600,0,1,"Documentary","Left","Yes"
"3160","cust3160","No","Male","Trinity",10,6,28,"Mobile","Family","Yes",5500,0,3,"Comedy","Left","No"
"3161","cust3161","Yes","Male","Napa",10,9,32,"Mobile","Single","No",6400,0,2,"Action","Right","Yes"
"3162","cust3162","Yes","Male","Ventura",9,15,20,"Desktop","Couple","No",5200,0,3,"Documentary","Left","No"
"3163","cust3163","Yes","Male","Monterey",3,11,30,"Mobile","Couple","Yes",4400,1,2,"Action","Left","Yes"
"3164","cust3164","Yes","Female","Los Angeles",11,19,19,"Desktop","Shared Subs","No",6000,0,4,"Horror","Left","No"
"3165","cust3165","Yes","Male","Ventura",20,14,24,"Desktop","Single","Yes",4800,1,4,"Documentary","Left","Yes"
"3166","cust3166","Yes","Male","Monterey",16,16,34,"Desktop","Family","Yes",4500,1,5,"Documentary","Left","Yes"
"3167","cust3167","Yes","Male","Los Angeles",8,5,20,"Mobile","Family","No",5800,0,3,"Documentary","Left","No"
"3168","cust3168","Yes","Male","Napa",3,17,31,"Smart TV","Family","No",6500,0,4,"Documentary","Center","Yes"
"3169","cust3169","Yes","Male","Sonoma",6,19,29,"Mobile","Couple","Yes",3000,8,2,"Documentary","Left","Yes"
"3170","cust3170","Yes","Male","Ventura",15,10,27,"Mobile","Family","Yes",5000,0,5,"Documentary","Left","Yes"
"3171","cust3171","Yes","Male","Santa Barbara",11,10,30,"Desktop","Couple","No",6100,0,1,"Action","Left","Yes"
"3172","cust3172","Yes","Male","San Fransisco",7,16,25,"Desktop","Family","No",6600,0,4,"Drama","Center","No"
"3173","cust3173","Yes","Male","Ventura",4,12,27,"Desktop","Shared Subs","Yes",4900,0,1,"Documentary","Left","Yes"
"3174","cust3174","Yes","Male","Napa",15,13,32,"Smart TV","Family","Yes",6600,0,5,"Documentary","Right","Yes"
"3175","cust3175","Yes","Female","Napa",13,10,25,"Mobile","Couple","Yes",6400,0,5,"Comedy","Right","No"
"3176","cust3176","Yes","Female","San Fransisco",9,19,29,"Desktop","Shared Subs","Yes",6700,0,5,"Horror","Center","No"
"3177","cust3177","Yes","Male","Ventura",15,16,31,"Mobile","Couple","No",5100,0,1,"Action","Left","Yes"
"3178","cust3178","Yes","Male","Trinity",13,5,20,"Mobile","Couple","Yes",5200,0,3,"Documentary","Left","No"
"3179","cust3179","Yes","Male","Napa",18,4,27,"Mobile","Shared Subs","No",6200,0,3,"Documentary","Right","Yes"
"3180","cust3180","No","Female","Monterey",18,3,24,"Smart TV","Couple","Yes",3900,1,4,"Horror","Left","No"
"3181","cust3181","Yes","Male","Santa Barbara",14,13,25,"Desktop","Couple","No",5700,0,3,"Drama","Center","No"
"3182","cust3182","Yes","Male","San Diego",16,14,28,"Mobile","Single","Yes",5500,0,3,"Documentary","Center","Yes"
"3183","cust3183","Yes","Female","Monterey",5,16,40,"Smart TV","Single","No",4300,1,5,"Drama","Center","No"
"3184","cust3184","Yes","Male","Sonoma",13,5,22,"Mobile","Couple","Yes",2800,3,2,"Documentary","Left","No"
"3185","cust3185","No","Female","San Diego",4,4,27,"Mobile","Couple","Yes",5800,0,3,"Horror","Center","No"
"3186","cust3186","Yes","Male","Sonoma",16,6,37,"Mobile","Family","Yes",3200,3,3,"Documentary","Left","Yes"
"3187","cust3187","No","Female","Napa",8,7,20,"Mobile","Couple","Yes",5900,0,5,"Horror","Center","No"
"3188","cust3188","Yes","Male","Los Angeles",0,6,22,"Smart TV","Single","Yes",6000,0,2,"Drama","Left","No"
"3189","cust3189","Yes","Male","Napa",4,7,30,"Mobile","Couple","No",6600,0,3,"Documentary","Center","Yes"
"3190","cust3190","No","Female","Santa Barbara",1,4,21,"Mobile","Couple","Yes",5900,0,3,"Comedy","Left","No"
"3191","cust3191","No","Female","Monterey",3,2,25,"Desktop","Shared Subs","No",4100,1,4,"Horror","Left","No"
"3192","cust3192","Yes","Female","Santa Barbara",11,20,35,"Mobile","Couple","No",6400,0,5,"Documentary","Right","Yes"
"3193","cust3193","Yes","Male","Kings",12,11,24,"Smart TV","Shared Subs","No",4900,1,1,"Documentary","Left","Yes"
"3194","cust3194","Yes","Male","Kings",19,2,26,"Mobile","Single","No",4600,0,3,"Documentary","Left","Yes"
"3195","cust3195","No","Male","Sonoma",2,18,36,"Desktop","Couple","Yes",3500,2,1,"Horror","Left","No"
"3196","cust3196","Yes","Female","Los Angeles",12,12,23,"Smart TV","Shared Subs","No",5900,0,4,"Drama","Left","No"
"3197","cust3197","Yes","Female","Ventura",2,8,24,"Smart TV","Couple","No",5000,0,3,"Drama","Left","No"
"3198","cust3198","Yes","Female","Kings",18,8,33,"Smart TV","Family","No",5000,0,5,"Horror","Left","No"
"3199","cust3199","Yes","Male","Ventura",18,20,33,"Mobile","Couple","No",5400,0,3,"Action","Center","Yes"
"3200","cust3200","Yes","Male","Ventura",7,13,40,"Mobile","Family","Yes",5600,0,5,"Documentary","Left","Yes"
"3201","cust3201","Yes","Male","Santa Barbara",4,0,32,"Desktop","Couple","Yes",6300,0,5,"Action","Right","Yes"
"3202","cust3202","Yes","Male","Napa",6,7,32,"Desktop","Couple","Yes",6200,0,3,"Documentary","Center","Yes"
"3203","cust3203","Yes","Male","Monterey",20,7,27,"Desktop","Couple","Yes",4300,1,4,"Horror","Left","No"
"3204","cust3204","Yes","Male","Sonoma",3,2,20,"Mobile","Couple","No",2600,8,4,"Drama","Left","No"
"3205","cust3205","No","Male","Trinity",5,11,26,"Desktop","Family","Yes",5300,0,3,"Horror","Left","No"
"3206","cust3206","Yes","Male","Sonoma",8,19,23,"Mobile","Single","Yes",3000,3,3,"Documentary","Left","No"
"3207","cust3207","No","Female","Kings",4,18,35,"Desktop","Family","Yes",5100,0,5,"Comedy","Left","Yes"
"3208","cust3208","Yes","Female","Trinity",9,8,29,"Desktop","Shared Subs","No",5500,0,5,"Drama","Left","No"
"3209","cust3209","Yes","Female","Santa Barbara",14,18,35,"Desktop","Shared Subs","Yes",6200,0,5,"Drama","Center","No"
"3210","cust3210","No","Female","Trinity",11,4,20,"Desktop","Family","Yes",5500,0,3,"Comedy","Left","No"
"3211","cust3211","Yes","Male","Monterey",19,1,30,"Mobile","Couple","Yes",4200,1,3,"Documentary","Left","Yes"
"3212","cust3212","Yes","Female","Santa Barbara",8,13,22,"Smart TV","Shared Subs","Yes",5600,0,1,"Drama","Left","No"
"3213","cust3213","Yes","Male","Kings",20,20,25,"Mobile","Couple","Yes",4900,0,2,"Documentary","Left","Yes"
"3214","cust3214","Yes","Female","Napa",7,17,35,"Mobile","Couple","Yes",6300,0,5,"Documentary","Center","Yes"
"3215","cust3215","No","Female","Sonoma",1,6,28,"Mobile","Family","Yes",2900,5,4,"Horror","Left","No"
"3216","cust3216","No","Female","Santa Barbara",6,3,25,"Mobile","Couple","No",6000,0,5,"Horror","Left","No"
"3217","cust3217","Yes","Male","Santa Barbara",16,1,30,"Desktop","Family","Yes",6100,0,3,"Documentary","Left","Yes"
"3218","cust3218","Yes","Female","Los Angeles",2,7,23,"Mobile","Couple","Yes",6100,0,5,"Drama","Center","No"
"3219","cust3219","No","Male","Kings",8,4,32,"Smart TV","Family","No",4900,0,3,"Comedy","Left","No"
"3220","cust3220","No","Male","San Fransisco",16,2,18,"Mobile","Shared Subs","No",6100,0,2,"Horror","Left","No"
"3221","cust3221","Yes","Male","Los Angeles",15,16,29,"Smart TV","Single","Yes",6100,0,3,"Documentary","Center","Yes"
"3222","cust3222","No","Male","Sonoma",7,9,26,"Mobile","Shared Subs","No",3000,4,1,"Horror","Left","No"
"3223","cust3223","No","Female","Kings",5,11,39,"Mobile","Family","Yes",5000,0,5,"Comedy","Left","Yes"
"3224","cust3224","Yes","Male","Trinity",7,16,38,"Desktop","Family","Yes",5500,0,1,"Action","Left","Yes"
"3225","cust3225","Yes","Female","Ventura",11,12,22,"Smart TV","Couple","No",5200,0,3,"Drama","Left","No"
"3226","cust3226","Yes","Male","Trinity",10,10,31,"Desktop","Single","No",5400,0,5,"Documentary","Left","Yes"
"3227","cust3227","Yes","Female","Los Angeles",10,17,18,"Mobile","Shared Subs","Yes",5800,0,5,"Drama","Center","No"
"3228","cust3228","Yes","Male","Kings",17,9,25,"Mobile","Family","Yes",4600,1,3,"Documentary","Left","No"
"3229","cust3229","Yes","Female","Trinity",4,3,35,"Mobile","Family","No",5500,0,4,"Documentary","Left","Yes"
"3230","cust3230","Yes","Male","Sonoma",18,6,25,"Desktop","Couple","No",3200,5,1,"Action","Left","Yes"
"3231","cust3231","Yes","Female","Monterey",6,1,32,"Mobile","Shared Subs","Yes",4200,1,5,"Documentary","Center","Yes"
"3232","cust3232","No","Male","Santa Barbara",1,11,23,"Desktop","Family","No",5700,0,5,"Horror","Left","No"
"3233","cust3233","No","Female","Monterey",0,12,26,"Desktop","Single","No",4300,1,5,"Comedy","Left","No"
"3234","cust3234","Yes","Male","Sonoma",14,9,32,"Desktop","Single","Yes",3000,6,5,"Comedy","Left","No"
"3235","cust3235","Yes","Male","Los Angeles",16,16,27,"Mobile","Family","Yes",6300,0,2,"Documentary","Center","Yes"
"3236","cust3236","Yes","Male","Santa Barbara",20,17,31,"Mobile","Family","Yes",6000,0,5,"Drama","Center","No"
"3237","cust3237","Yes","Male","Los Angeles",8,13,27,"Mobile","Couple","Yes",6000,0,3,"Drama","Left","No"
"3238","cust3238","No","Male","Trinity",2,2,30,"Mobile","Shared Subs","No",5700,0,3,"Comedy","Left","No"
"3239","cust3239","No","Female","Los Angeles",6,9,22,"Smart TV","Couple","Yes",6300,0,5,"Comedy","Left","No"
"3240","cust3240","Yes","Male","Los Angeles",18,13,31,"Smart TV","Couple","No",6200,0,1,"Documentary","Center","Yes"
"3241","cust3241","No","Male","San Diego",9,12,25,"Mobile","Shared Subs","Yes",5700,0,1,"Horror","Center","No"
"3242","cust3242","Yes","Female","Monterey",14,12,32,"Desktop","Single","No",4100,1,5,"Documentary","Left","Yes"
"3243","cust3243","Yes","Male","Napa",12,19,30,"Smart TV","Single","Yes",6400,0,3,"Comedy","Right","No"
"3244","cust3244","Yes","Male","Los Angeles",19,20,24,"Mobile","Couple","Yes",6200,0,4,"Documentary","Right","No"
"3245","cust3245","Yes","Female","Santa Barbara",18,17,32,"Mobile","Couple","No",6200,0,5,"Horror","Center","No"
"3246","cust3246","Yes","Female","Los Angeles",20,8,33,"Mobile","Couple","No",6200,0,5,"Documentary","Center","Yes"
"3247","cust3247","Yes","Female","Santa Barbara",16,10,27,"Smart TV","Single","Yes",6200,0,5,"Horror","Left","No"
"3248","cust3248","No","Female","San Fransisco",13,1,35,"Mobile","Single","Yes",6700,0,5,"Comedy","Right","Yes"
"3249","cust3249","Yes","Female","Napa",15,3,27,"Mobile","Shared Subs","No",6600,0,1,"Drama","Center","No"
"3250","cust3250","No","Female","Sonoma",15,4,28,"Mobile","Couple","No",3000,4,5,"Comedy","Left","No"
"3251","cust3251","No","Male","Monterey",8,15,25,"Desktop","Family","Yes",4000,1,4,"Horror","Left","No"
"3252","cust3252","Yes","Male","Trinity",5,7,25,"Mobile","Couple","Yes",5600,0,3,"Documentary","Left","No"
"3253","cust3253","Yes","Female","Sonoma",4,2,41,"Mobile","Couple","No",3100,5,5,"Drama","Left","Yes"
"3254","cust3254","Yes","Male","Napa",7,2,35,"Mobile","Shared Subs","No",6600,0,3,"Documentary","Center","Yes"
"3255","cust3255","Yes","Female","Los Angeles",15,15,22,"Desktop","Family","Yes",5800,0,3,"Comedy","Left","No"
"3256","cust3256","Yes","Male","Kings",9,3,24,"Mobile","Single","No",4800,1,3,"Documentary","Center","Yes"
"3257","cust3257","Yes","Male","Santa Barbara",12,10,23,"Desktop","Single","Yes",5800,0,4,"Documentary","Left","No"
"3258","cust3258","No","Female","Napa",6,3,24,"Mobile","Family","No",6200,0,2,"Horror","Center","No"
"3259","cust3259","Yes","Male","Monterey",18,9,37,"Desktop","Single","Yes",4100,1,5,"Action","Left","Yes"
"3260","cust3260","No","Female","Santa Barbara",7,10,25,"Mobile","Shared Subs","Yes",5800,0,3,"Horror","Center","No"
